# Serial Port vs IDP Detection Result Comparison Log
# Format: [TIMESTAMP] ROUND_ID | SERIAL_RESULT | IDP_RESULT | MATCH_STATUS | NOTES
# ================================================================================
[2025-11-18 14:15:46.319] ARO-001-a06a1296-92d7-43a9-aa7b-53b0e92ae33f | SERIAL: 32 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:28:00.373] ARO-001-3cc3ada1-e6cf-4dc6-adc2-26b3465fa6de | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:28:29.301] ARO-001-33ab2bd3-b020-42e5-925b-170207b9de9b | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:29:15.302] ARO-001-c02cb629-6fd9-46ea-8f6b-cbfab978ee67 | SERIAL: 16 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:30:10.807] ARO-001-9d4792d1-4225-4bab-b38f-7ef2007fee6c | SERIAL: 31 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:31:14.379] ARO-001-23444869-d6a9-4549-bc1b-89e34ef440f6 | SERIAL: 23 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:32:02.896] ARO-001-fd138863-7fe0-46fd-bc38-a66632d2be44 | SERIAL: 32 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:32:31.817] ARO-001-ef54f072-5f45-45e8-803e-fd7925d72836 | SERIAL: 17 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:33:20.330] ARO-001-642604c3-39bb-4b67-be28-8558a5628808 | SERIAL: 27 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:34:09.323] ARO-001-28f7d991-2e2e-410f-96c8-8f156437e43e | SERIAL: 8 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:34:58.829] ARO-001-143f81c9-781e-4ef1-b742-d0c170373d89 | SERIAL: 23 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:38:11.934] ARO-001-7a64efbb-928e-4258-abba-c6bc8dd3a2a0 | SERIAL: 33 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:39:02.436] ARO-001-eff2c443-c842-4e94-a9a3-a203f16e93a6 | SERIAL: 34 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:39:48.430] ARO-001-06c7b531-eaec-457a-90f8-6566bd3785b6 | SERIAL: 28 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:40:38.434] ARO-001-befaae2e-7173-4192-af34-b880ec4fa3f5 | SERIAL: 22 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:41:20.448] ARO-001-f5789f53-32bf-4e4c-953b-02dd4f7cb05a | SERIAL: 10 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:42:06.950] ARO-001-d75f1cb9-a59f-4ecd-a226-bb2dc5ea886f | SERIAL: 14 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:42:52.949] ARO-001-43d69458-3cf8-4cce-b6c2-f42718719028 | SERIAL: 14 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:43:47.461] ARO-001-7d3ef78f-84aa-4024-a563-3fc286afb692 | SERIAL: 15 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:44:14.881] ARO-001-72154744-6815-48fc-b572-a866f2c45716 | SERIAL: 23 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:45:26.968] ARO-001-2ea2ae20-98c4-459c-9d76-01464304ceda | SERIAL: 16 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:45:54.899] ARO-001-50a70f47-10cf-4429-8f82-a0bf5659acd7 | SERIAL: 7 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:47:01.977] ARO-001-24abcdf1-12c8-4b9b-9c1e-ec56a41cbfdf | SERIAL: 20 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:47:30.902] ARO-001-664f3ae1-4d6a-45cf-86fc-443850233f56 | SERIAL: 12 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:48:39.481] ARO-001-30be8767-a529-4377-8f55-3c3ee40a679b | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:50:35.929] ARO-001-b45be6f7-39c5-41d3-adaf-b0e3fdf3be59 | SERIAL: 10 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:51:29.434] ARO-001-22492250-61b4-46cc-a728-57c04840747b | SERIAL: 21 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:52:19.435] ARO-001-3d8e0108-c7ef-47ed-8607-b5406448d2d3 | SERIAL: 35 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:53:13.437] ARO-001-ec5ddb66-f04f-48d4-a32e-2411f67cc930 | SERIAL: 15 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:54:21.013] ARO-001-23ed37cd-aabc-48d1-8f7e-05188154c66d | SERIAL: 8 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:55:15.025] ARO-001-bfcddc35-dae8-4a39-8109-f2a8afdea150 | SERIAL: 34 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:56:07.026] ARO-001-0100677e-6998-4f26-9c20-45e8da95f78f | SERIAL: 28 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:56:33.457] ARO-001-4c116cc7-3e82-44ca-a94e-6c8c2014edaf | SERIAL: 14 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 07:57:39.028] ARO-001-27ed0f95-594b-4bd7-ab3e-c33acbbf5ae4 | SERIAL: 27 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:58:31.048] ARO-001-58332f46-061f-4e41-a873-4f3fe7e9e8eb | SERIAL: 6 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 07:58:59.971] ARO-001-46880ba9-9078-450a-a5bf-612a5bd3ac5b | SERIAL: 20 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:00:08.053] ARO-001-0d3c9488-250c-499e-9140-a36d4bbbae31 | SERIAL: 10 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:00:54.059] ARO-001-60c99d6d-d4ad-4232-b67d-ef4d65ac1198 | SERIAL: 3 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:01:49.559] ARO-001-e2b3b0dd-c71c-44ee-8590-e94224c20854 | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:02:40.056] ARO-001-8000b0ab-0d04-4ee4-a66a-b85538d502da | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:03:24.573] ARO-001-09d050f6-4f54-488f-82ec-3b4bb50b5756 | SERIAL: 4 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:04:12.573] ARO-001-75308e85-f6ae-4563-bfaa-8a731360b67a | SERIAL: 1 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:05:02.576] ARO-001-940411de-d911-4544-ac1d-503da2d54200 | SERIAL: 29 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:05:50.576] ARO-001-f818fed0-d03f-4e71-bd78-ca4dddaf101b | SERIAL: 3 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:06:36.594] ARO-001-01b9487a-25eb-46cb-bb0e-eb15fa3ce66c | SERIAL: 15 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:07:24.592] ARO-001-2df6d296-04cb-4de2-844c-524030684329 | SERIAL: 9 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:07:59.021] ARO-001-9bd10383-9d7b-4f63-84a3-e4326e8682ab | SERIAL: 12 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:09:07.110] ARO-001-d1a702e5-b0e9-4262-b9a6-6fe63b0c78c3 | SERIAL: 27 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:09:55.607] ARO-001-0a352981-bdd2-48de-ba5b-7690ea3387a2 | SERIAL: 30 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:10:43.109] ARO-001-3e979640-7e02-4da6-9a5c-06011843e213 | SERIAL: 7 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:11:35.111] ARO-001-673c2015-6969-46b6-9802-0850cc2623bc | SERIAL: 6 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:12:00.051] ARO-001-58b506aa-b6ac-468e-9495-57a74ae2140c | SERIAL: 17 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:12:48.548] ARO-001-1b53708e-22de-4441-a00f-011f0d7a5677 | SERIAL: 20 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:13:34.548] ARO-001-a791714e-8544-4785-8815-1c8ec2ecb176 | SERIAL: 8 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:14:27.557] ARO-001-73fcabbb-f82c-4ada-9e7b-0186bd3a42e3 | SERIAL: 33 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:15:32.148] ARO-001-5b31b52e-c0f9-4655-a6df-bc7c1a588f6c | SERIAL: 20 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:16:24.638] ARO-001-c611d2f3-42cc-4053-8216-3ee9616d1f3f | SERIAL: 23 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:16:53.064] ARO-001-7da6a2ca-dd16-4dcd-a61d-5c790a3afb24 | SERIAL: 19 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:17:39.578] ARO-001-ecaa76cc-588e-4809-a569-d3cb5a33d98c | SERIAL: 29 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:18:27.082] ARO-001-110c31db-39c5-4d83-8646-7100903d0643 | SERIAL: 30 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:19:14.588] ARO-001-d5ff0853-e60f-4f49-a2f8-1b73e663247f | SERIAL: 25 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:20:22.656] ARO-001-ff033dcb-ad75-4d03-94e1-ea7d2bea4ee8 | SERIAL: 16 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:20:54.094] ARO-001-dd10eddf-d481-42d8-a4e5-cdfbedaddeee | SERIAL: 5 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:21:42.591] ARO-001-5ac1614a-3843-4ed8-ac53-87e7e6f27617 | SERIAL: 20 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:22:49.176] ARO-001-30548ec0-4fcf-4b23-8d59-926d203b9666 | SERIAL: 18 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:23:15.105] ARO-001-8de630ee-c529-49e0-ae5a-c3bf96c3b8bd | SERIAL: 35 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:24:02.114] ARO-001-85f416c5-1e10-4df2-bf16-0b22edb63bb2 | SERIAL: 18 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:25:06.181] ARO-001-496671b7-866c-4541-a2e0-b2eea87b35c9 | SERIAL: 0 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:25:53.692] ARO-001-c76feda5-96e7-4385-ad27-b12455949db3 | SERIAL: 26 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:26:24.629] ARO-001-8e2b3358-fafb-4516-ac4d-8325275f0fd1 | SERIAL: 36 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:27:32.202] ARO-001-71309bc3-94ce-453c-8898-bb291212f47d | SERIAL: 29 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:28:18.713] ARO-001-5ab4085e-1e44-4180-88d8-441a1c0830bb | SERIAL: 3 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:29:08.714] ARO-001-41a80dea-7dfb-4c6e-9f32-51a0a7e047c5 | SERIAL: 35 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:29:58.216] ARO-001-db75413b-add0-40bc-b0fa-fe8216f1f085 | SERIAL: 29 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:30:46.715] ARO-001-ed89f664-8d5c-4da2-8fec-bd8cb3154ff5 | SERIAL: 24 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:31:13.658] ARO-001-8f04dd6f-a5cb-4da1-ac13-afe036062854 | SERIAL: 22 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:32:20.738] ARO-001-a7b5beca-7fb6-4cd9-8005-ba44d88654c7 | SERIAL: 9 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:32:44.156] ARO-001-eb42fae1-004b-45d3-b7af-7670df143099 | SERIAL: 9 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:33:33.166] ARO-001-481c7995-8643-4423-94c4-7c0eb974e53d | SERIAL: 6 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:34:39.257] ARO-001-be59bad7-92bd-4f53-ba8b-23e7bd8552b1 | SERIAL: 9 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:35:25.746] ARO-001-562865be-1cc2-4dfb-a223-244430924981 | SERIAL: 5 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:35:51.185] ARO-001-35437795-81ba-4cfe-8fdf-4b919726264c | SERIAL: 5 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:37:00.266] ARO-001-5fe471cd-5e14-4d4e-a891-80c1a9ae802b | SERIAL: 12 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:37:28.691] ARO-001-12db02dd-fe12-4d5c-92a8-3fffe19b2236 | SERIAL: 28 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:38:35.764] ARO-001-0ba2cc6c-b0c6-417b-843d-211ce4abd73c | SERIAL: 31 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:39:02.692] ARO-001-f4aa3bc2-fd85-4e46-bfec-fc93a3e4c0f7 | SERIAL: 16 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:39:50.693] ARO-001-a947d313-4070-4005-b508-23389df989be | SERIAL: 8 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:40:52.784] ARO-001-ff9c2d22-4595-4424-bc81-bef8e083548e | SERIAL: 36 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:41:40.292] ARO-001-963aa1a8-b7ba-4823-a2ae-12cb8719264e | SERIAL: 33 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:42:05.720] ARO-001-63ed1985-5103-4ef8-88f5-680823d264e5 | SERIAL: 25 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:42:57.721] ARO-001-accdee46-27a6-4515-ba6e-bc0c196f454c | SERIAL: 26 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:43:50.217] ARO-001-c610dc45-35f8-4304-bbc6-19da43c23b7a | SERIAL: 12 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:44:39.227] ARO-001-65740477-c983-4098-ac18-dc95de940548 | SERIAL: 0 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:45:47.311] ARO-001-d1e81009-e09e-4150-be13-cd0b4754f51d | SERIAL: 33 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:46:41.813] ARO-001-cc703c07-6d30-47aa-9df2-510f2de17a70 | SERIAL: 31 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:47:07.741] ARO-001-38ee05c2-69a1-42d3-8ded-2c0c2d511b9f | SERIAL: 10 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:48:17.810] ARO-001-d9557809-c79e-472c-ab1e-4699271a310c | SERIAL: 22 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:49:03.827] ARO-001-8a1e9cfa-e0a6-41d8-94b1-3665b236f134 | SERIAL: 25 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:49:57.839] ARO-001-2ff8ad1d-5faf-4767-82e1-a6345f5fcab2 | SERIAL: 12 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:50:43.823] ARO-001-5e5009aa-dac3-41ad-bb2b-2125bd45ff2c | SERIAL: 12 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:51:14.257] ARO-001-ceafaf05-3921-412d-baf2-558f259c290e | SERIAL: 15 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:52:20.843] ARO-001-114a1f88-cbed-42ee-99db-5422a48dab9b | SERIAL: 21 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:53:12.347] ARO-001-bb327dc9-bd6e-427b-8277-04c1aa449c7c | SERIAL: 16 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:53:47.780] ARO-001-2387713f-f3ba-4a65-a357-1169146235ff | SERIAL: 29 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:54:56.357] ARO-001-884f885b-57eb-40af-83ba-cc838488ed2b | SERIAL: 24 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:55:45.354] ARO-001-557b92f8-ee99-48ac-b6b7-6742c7078077 | SERIAL: 0 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:56:32.857] ARO-001-af5c1b54-140b-4393-a4b2-82181c85161f | SERIAL: 0 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:57:03.287] ARO-001-6bd6efb0-edea-4b13-a901-90c12ed33c6f | SERIAL: 5 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:58:11.868] ARO-001-c63e764d-01bb-4e0d-9202-6c0906a01043 | SERIAL: 34 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 08:58:41.304] ARO-001-76264e61-6d32-4eaf-bdd8-7d71ca6f6709 | SERIAL: 25 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 08:59:49.379] ARO-001-0a0fdba3-3e85-48a8-b800-368cfeb392a2 | SERIAL: 17 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:00:37.883] ARO-001-0eb5bca9-f4f5-44bc-bdb6-e2d6a90ba6df | SERIAL: 25 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:01:08.315] ARO-001-7984f277-46fc-46ec-9fe2-f637a6ec3344 | SERIAL: 0 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:01:58.811] ARO-001-5f2a21c2-68bc-4863-8506-a7687380fc24 | SERIAL: 31 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:02:47.821] ARO-001-3ec98fc0-8596-43fc-9498-f30ca3f2ef41 | SERIAL: 25 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:03:38.334] ARO-001-256f1366-4d0e-42cb-ab9d-e4848aeeac1c | SERIAL: 9 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:04:27.326] ARO-001-690a88ba-e512-428b-9db9-ab8253412a8e | SERIAL: 21 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:05:34.916] ARO-001-fa579f4f-a891-4551-95f9-b9baf17f75f6 | SERIAL: 4 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:06:06.847] ARO-001-08f77777-9efe-4341-ab95-70c9940a3629 | SERIAL: 23 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:07:10.424] ARO-001-dd8e6b59-1360-4acb-93c0-f1db0f376aa4 | SERIAL: 19 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:07:45.345] ARO-001-3ec4b734-714e-48b5-b8e9-8f00ef00a257 | SERIAL: 3 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:08:52.933] ARO-001-092f3234-ebfd-46c1-a594-8f1ded4ea949 | SERIAL: 13 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:09:18.852] ARO-001-08470678-cdb3-4218-a9a1-d7141f74734f | SERIAL: 33 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:10:03.860] ARO-001-412ab0a0-1610-4f4a-8616-a4a6a5ed38e3 | SERIAL: 17 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:11:11.948] ARO-001-bc4fed89-d40f-465b-98dd-ef504c88208d | SERIAL: 2 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:12:01.946] ARO-001-5a733121-cb4b-4386-a5ac-d3ddcffbccf4 | SERIAL: 31 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:13:01.944] ARO-001-51f70f01-fe72-4a2a-bf88-17e801f75042 | SERIAL: 13 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:13:45.945] ARO-001-5efd93d4-849a-404c-aea4-a71a95273920 | SERIAL: 30 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:14:33.970] ARO-001-4dbe21ff-dee2-4ffc-9738-815ce3798aa2 | SERIAL: 10 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:14:59.385] ARO-001-16e8dca2-6090-43a9-831b-92b09a69da2a | SERIAL: 34 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:15:51.899] ARO-001-53d93384-5c57-4fec-a50f-57c912368f24 | SERIAL: 32 | IDP: DETECTION_FAILED | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=str
[2025-11-20 09:16:58.979] ARO-001-a831623a-fc46-4a09-8ad1-ad1fa1f9e689 | SERIAL: 33 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:17:44.976] ARO-001-a0df635b-6f21-4476-8716-3ea60fbd44ec | SERIAL: 33 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
[2025-11-20 09:18:32.483] ARO-001-50d7cb76-b483-43f5-8869-fe9d42263e07 | SERIAL: 21 | IDP: [''] | MISMATCH | IDP result null/empty; Format difference: Serial=int, IDP=list
